SITE_ID,COUNTRY,IGBP,LOCATION_LAT,LOCATION_LONG,MAP,URL_FLUXNET,UTC_OFFSET,isduplicated,FLUX_MEASUREMENTS_DATE_END,FLUX_MEASUREMENTS_DATE_START,FLUX_MEASUREMENTS_METHOD,FLUX_MEASUREMENTS_VARIABLE,LOCATION_DATE_START,LOCATION_ELEV,MAT,TERRAIN,WIND_DIRECTION,ACKNOWLEDGEMENT,ASPECT,DOM_DIST_MGMT,FLUX_MEASUREMENTS_OPERATIONS,REFERENCE_COMMENT,REFERENCE_DOI,REFERENCE_PAPER,REFERENCE_USAGE,RESEARCH_TOPIC,SHIPPING_ADDRESS,SITE_DESC,SITE_FUNDING,SITE_SNOW_COVER_DAYS,SURFACE_HOMOGENEITY,TOWER_POWER,TOWER_TYPE,URL,ACKNOWLEDGEMENT_COMMENT,DM_COMMENT,DM_DATE,DM_FORESTRY,FLUX_MEASUREMENTS_COMMENT,IGBP_COMMENT,LAND_OWNER,LAND_OWNERSHIP,STATE,DM_FIRE,LOCATION_COMMENT,DM_INS_PATH,UTC_OFFSET_DATE_START,UTC_OFFSET_COMMENT,IGBP_DATE_START,DM_GENERAL,DM_DATE_UNC,DM_ENCROACH,DM_EXT_WEATHER,DM_WATER,DM_DATE_END,DM_DATE_START,DM_SURF,DM_SURF_MEAS_UNC,DM_GRAZE,V1
CN-Cha,China,MF,42.4025,128.0958,NA,http://sites.fluxdata.org/CN-Cha/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Cng,China,GRA,44.5934,123.5092,NA,http://sites.fluxdata.org/CN-Cng/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Dan,China,GRA,30.4978,91.0664,NA,http://sites.fluxdata.org/CN-Dan/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Din,China,EBF,23.1733,112.5361,NA,http://sites.fluxdata.org/CN-Din/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Du2,China,GRA,42.0467,116.2836,NA,http://sites.fluxdata.org/CN-Du2/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Du3,China,GRA,42.0551,116.2809,NA,http://sites.fluxdata.org/CN-Du3/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Ha2,China,WET,37.6086,101.3269,NA,http://sites.fluxdata.org/CN-Ha2/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-HaM,China,GRA,37.3700,101.1800,NA,http://sites.fluxdata.org/CN-HaM/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Qia,China,ENF,26.7414,115.0581,NA,http://sites.fluxdata.org/CN-Qia/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Sw2,China,GRA,41.7902,111.8971,NA,http://sites.fluxdata.org/CN-Sw2/,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZ-BK1,Czech Republic,ENF,49.5021,18.5369,1316,http://sites.fluxdata.org/CZ-BK1/,1,NA,NA,2004,Eddy Covariance,CO2,2000,875,6.7,Strong Slope (>10%),S,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZ-BK2,Czech Republic,GRA,49.4944,18.5429,1316,http://sites.fluxdata.org/CZ-BK2/,1,NA,NA,2003,Eddy Covariance,CO2,2004,855,6.7,NA,N,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,"mountain grassland, tower position 49<a1>29'39.983N, 18<a1>32'34.306E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CZ-wet,Czech Republic,WET,49.0247,14.7704,614,http://sites.fluxdata.org/CZ-wet/,1,NA,NA,2006,Eddy Covariance,CO2,2004,426,7.6,Flat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Akm,Germany,WET,53.8662,13.6834,NA,http://sites.fluxdata.org/DE-Akm/,1,NA,NA,NA,NA,NA,2009,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Geb,Germany,CRO,51.1001,10.9143,470,http://sites.fluxdata.org/DE-Geb/,1,NA,NA,NA,NA,NA,2001,161.5,8.5,Flat,WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Gri,Germany,GRA,50.9495,13.5125,853,http://sites.fluxdata.org/DE-Gri/,1,NA,NA,NA,NA,NA,2004,385,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The permanent grassland site (50<a1>57<d5>04<d3>N, 13<a1>30<d5>50<d3>E; 385 m a.s.l.) is located in the middle of the Grillenburg clearing (around 40 ha) within the Tharandt Forest. Typical and observed plant species are couch grass (Agropyron repens), meadow foxtail (Aleopecurus pratensis), yarrow (Achillea millefolium), common sorrel (Rumex acetosa) and white clover (Trifolium repens). The organic soil horizon (ABhw) is characterised as silty loam. The B horizon shows mainly medium clayey loam and medium clayey silt. Within horizons ABhw and B the mean values of C content are 24 g C kg-1 and 3 g C kg-1, respectively (Weber, 2008). The total soil carbon stock to 60 cm depth is 73 t C ha-1 and the mean C/N ratio is 12 (Weber, 2008). The grassland is managed by regular cutting one to three times a year. According to the cooperative managing the site, the harvested grass is intended for cattle feeding. Since 2007 there is cattle or sheep grazing in autumn instead of the last cut. Neither mineral nor organic fertilisers are applied at this site to fulfil criteria of a support programme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Hai,Germany,DBF,51.0792,10.4530,720,http://sites.fluxdata.org/DE-Hai/,1,NA,NA,2000,Eddy Covariance,CO2,2000,430,8.3,"Medium Slope (>2 %, <5%)",WSW,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Kli,Germany,CRO,50.8929,13.5225,750,http://sites.fluxdata.org/DE-Kli/,1,NA,NA,NA,NA,NA,2004,478,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The cropland site (50<a1>53<d5>34<d3>N, 13<a1>31<d5>21<d3>E; 478 m a.s.l.) is located 4 km south of the Tharandt Forest and has functioned solely as cropland since 1975 (partially grassland before 1975). The EC measurements started above winter barley in May 2004 followed by rapeseed (2004/2005), winter wheat (2005/2006), maize (2007) and spring barley (2008). In 2008 a full 5-year crop rotation was completed and winter barley was sown again. In the periods between harvests and sowings of the subsequent crop the cropland site mainly represents fallow land (volunteer seedlings or weed species are present only). The organic soil horizon (Ap) of the drained Gleysol was identified on average as a medium clayey loam with a mean thickness of 0.2 m. Within the B horizon, mainly slightly sandy clay and clayey sandy loam were observed. The mean values of C content in horizons Ap and B were 43 g C kg-1 and 3 g C kg-1, respectively (Weber, 2007). The total soil carbon stock to 60 cm depth was 97 t C ha-1, and the mean C/N ratio was 13 (Weber, 2007). The cropland site is strongly influenced by management. Main management activities are annual harvests and organic fertilisation every 2 or 3 years. Mineral fertiliser and herbicides are applied several times a year. The annual totals of the mineral fertiliser applied to the field range between 48 kg N ha-1 a-1 and 207 kg N ha-1 a-1 and between 44 kg P ha-1 a-1 and 69 kg P ha-1 a-1, respectively.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Lkb,Germany,ENF,49.0996,13.3047,1599,http://sites.fluxdata.org/DE-Lkb/,1,NA,NA,2009,Eddy Covariance,CO2,2009,1308,4,Hilltop,SSW,NA,FLAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Lnf,Germany,DBF,51.3282,10.3678,NA,http://sites.fluxdata.org/DE-Lnf/,1,NA,NA,2002,Eddy Covariance,CO2,NA,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Obe,Germany,ENF,50.7836,13.7196,996,http://sites.fluxdata.org/DE-Obe/,1,NA,NA,NA,NA,NA,2004,735,5.5,NA,WNW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-RuR,Germany,GRA,50.6219,6.3041,1033,http://sites.fluxdata.org/DE-RuR/,1,NA,NA,201105131300,Eddy Covariance,CO2,201105131300,514.7,7.7,"Medium Slope (>2 %, <5%)",SSW,NA,NNW,NA,Continuous operation,This reference includes a description of the quality scheme that was applied to the data of this station.,http://dx.doi.org/10.1016/j.agee.2015.05.008,"Borchard, N., Schirrmann, M.,  von Hebel, C., Schmidt, M., Baatz, R.,  Les Firbank, L., Vereecken, H., Herbst, M., 2015: Spatio-temporal drivers of soil and ecosystem carbon fluxes at field scale in an upland grassland in Germany. AGEE, 211, 84-93.",NA,"Flux data processing, QA/QC,Uncerteinty estimation, Flux footprint modelling,  Carbon budgets, CO2 Exchange","Research Centre Juelich GmbH, Leo-Brandt-Stra<a7>e, 52428 Juelich","The Rollesbroich study site is located in the low mountain range <d2>Eifel<d3> near the German-Belgium border and covers the area of the small Kieselbach catchment  (40 ha) with altitudes ranging from 474 to 518 m.a.s.l.. The climate is temperate maritime with a mean annual air temperature and precipitation of 7.7 <a1>C and 1033 mm, respectively, for the period from 1981 to 2001 (North Rhine-Westphalian State Environment Agency). The soils are dominated by (stagnic) Cambisols and Stagnosols on Devonian shales with occasional sandstone inclusions that are covered by a periglacial solifluction clay<d0>silt layer. The grassland vegetation is dominated by perennial ryegrass (Lolium perenne) and smooth meadow grass (Poa pratensis).  In spring 2011 an eddy covariance station (50.621<a1>N, 6.304<a1>E,515 m a.s.l.) was installed at the border of two fields of grassland (5.8 and 7.8 ha) within the study site. Management of both fields is typical for the low mountain range of the Eifel region with one fertilizer application and three cuts per year. The area within the fetch of the eddy covariance tower is relatively flat with slopes ranging between 0.35<a1> and 3.12<a1>.","TERENO Terrestrial Environmental Observatories,  Transregional Collaborative Research Centre 32, ICOS RI",10,200,Direct power,tripod,NA,NA,NA,NA,NA,Flux data was calculated with the ec processing software TK3.1. For more info see: https://epub.uni-bayreuth.de/342/1/ARBERG046.pdf,NA,NA,NA,NA,NA,Tower installation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-RuS,Germany,CRO,50.8659,6.4472,700,http://sites.fluxdata.org/DE-RuS/,1,NA,NA,201104281630,Eddy Covariance,CO2,201104281630,102.8,10,Flat,WSW,NA,WSW,NA,Continuous operation,This reference includes a description of the quality scheme that was applied to the data of this station.,http://dx.doi.org/10.1175/JAMC-D-14-0140.1,"Eder, F., Schmidt, M., Damian, T., Tr<8a>umner, K., Mauder, M., 2014: Meso-scale eddies affect near-surface turbulent exchange: evidence from lidar and tower measurements. Journal of Applied Meteorology and Climatology, submitted.",NA,"Flux data processing, QA/QC, crop growth monitoring, Energy balance Closure, Carbon budgets, CO2 Exchange","Research Centre Juelich GmbH, Leo-Brandt-Stra<a7>e, 52428 Juelich","The Selhausen site represents the heterogeneous agricultural rural area of the lower Rhine valley. The climate is temperate maritime with a mean annual temperature of 10<a1>C and annual precipitation of 700 mm for the period from 1961 to 2014 (meteorological tower, Forschungszentrum J<9f>lich). The most important crops in the region of Selhausen are sugar beet (beta vulgaris), winter wheat (triticum avesticum), winter barley (hordeum vulgare), maize (zea mays) and rape seed (brassica napus). Only parts of the region are managed as grasslands. The underlying Quaternary sediments are mostly fluvial deposits covered with loess. Major soil types are luvisols and gleyed cambisols, partly with large contents of gravel. The land surface is generally flat with slopes up to 4<a1> in the area of a former channel of the Rur river system.","TERENO Terrestrial Environmental Observatories,  Transregional Collaborative Research Centre 32, ICOS RI",10,210,Direct power,tripod,NA,NA,NA,NA,NA,Flux data was calculated with the ec processing software TK3.1. For more info see: https://epub.uni-bayreuth.de/342/1/ARBERG046.pdf,The typical crop rotation of the site is sugar beets/winter cereals/winter cereals.,NA,NA,NA,NA,Installation of tower,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Seh,Germany,CRO,50.8706,6.4497,693,http://sites.fluxdata.org/DE-Seh/,1,NA,NA,NA,NA,NA,2007,103,9.9,"Medium Slope (>2 %, <5%)",NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-SfN,Germany,WET,47.8064,11.3275,1127,http://sites.fluxdata.org/DE-SfN/,1,NA,NA,2010,Eddy Covariance,CO2,2010,590,8.6,Flat,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Spw,Germany,WET,51.8923,14.0337,NA,http://sites.fluxdata.org/DE-Spw/,1,NA,NA,NA,NA,NA,2010,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Tha,Germany,ENF,50.9636,13.5669,820,http://sites.fluxdata.org/DE-Tha/,1,NA,NA,NA,NA,NA,1996,380,7.7,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Anchor Station Tharandt (50<a1>57<d5>49<d3>N, 13<a1>34<d5>01<d3>E, 380 m a.s.l.) is located in the eastern part of a large forested area (60 km_) near the city of Tharandt, about 25 km SW of Dresden. This forest has a long history of forestry documentation as well as meteorological and hydrological measurements: (i) climate data since the 1950ies, (ii) hydrological data of the Wernersbach catchment (4.6 km_) since 1968, and (iii) continuous flux measurements by EC technique since 1996. The site is located in the suboceanic/subcontinental climate. According to the long-term records of the adjacent weather station (1959 <d0> 2012) the mean annual air temperature is 7.9 <a1>C (maximum and minimum annual means are 9.5 <a1>C, 2007 and 6.0 <a1>C, 1996, respectively), the mean annual precipitation is 834 mm (maximum and minimum yearly sums are 1287 mm, 1981 and 501 mm, 1982/2003, respectively). The annual course of precipitation has a convective summer maximum and a weaker frontal maximum in winter. Generally, the area is subject to episodic summer droughts with a re-occurrence of about 10 years (see e.g., model results of Churkina et al., 2003); during the investigated period an extremely dry summer occurred in 2003. The main wind direction is SW. The spruce stand at the Anchor Station Tharandt was established by seeding in 1887. Besides the dominating spruce trees some additional trees species are present: in the vicinity of the measurement tower the species of the main canopy are composed of 87 % coniferous evergreen (72 % Picea abies, 15 % Pinus sylvestris) and 13 % deciduous (10 % Larix decidua, 1 % Betula spec., 2 % others). The tree density is 477 trees ha-1, the above ground biomass 213 t ha-1, the leaf area index is 7.6 and the mean canopy height is 26.5 m. The mean breast height diameter is 33 cm. The ground is mainly covered by young Fagus sylvatica (20 %) and Deschampsia flexuosa (50 %). All values are taken from a special inventory of 1999 within a radius of 500 m around the tower. In the vicinity of the tower there are two small not forested areas. In western direction there is an opening of about 1 ha covered mainly with grass (location of the climate station), to the North there are some laboratories of the forestry department (covering about 0.5 ha). A small strip of young 24 years old trees (3.5 ha) composed of spruce (Picea abies) and birch (Betula spec.) is located in eastern direction. Besides these inhomogeneities there are no fetch restrictions by stand inhomogeneity; topography is limiting the fetch to about 500 m in two small sectors only (Northeast, Southeast). From footprint investigations the site is considered to represent the specified target land cover type very well (G<9a>ckede et al., 2007). In April 2002 and Feb/Mar 2011 there were  thinnings at the site (estimated biomass export of 60m_/ha and 53m_/ha, resp.). The soil is characterised by a loamy skeleton podsol-brown earth which is typical for the lower parts of the eastern Ore Mountains (Nebe and Wenk, 1997). The soil depth is around 1 m, the depth of the main rooting zone is 35 cm. The soil water field capacity and the wilting point were estimated to 16 Vol-% and 7 Vol-%, respectively. The area is gently sloped facing south (2 <a1>).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DE-Zrk,Germany,WET,53.8759,12.8890,584,http://sites.fluxdata.org/DE-Zrk/,0,NA,NA,20130514,Eddy Covariance,CO2,NA,0,8.7,Flat,SW,"Data provided by T. Sachs, GFZ German Research Centre for Geosciences",FLAT,NA,Continuous operation,NA,10.5194/bg-12-2455-2015,"D. Zak, H. Reuter, J. Augustin, T. Shatwell, M. Barth, J. Gelbrecht, and R. J. McInnes. Changes of the CO2 and CH4 production potential of rewetted fens in the perspective of temporal vegetation shifts. Biogeosciences, 12, 2455<d0>2468, 2015.",Background,carbon budget,"Telegrafenberg, 14473 Potsdam, Germany","natural wet land, drainage in 18th century, intensive agricultural activities from 1960 to 1990. reflooded during winter 2004/2005.","GFZ German Research Centre for Geosciences, Potsdam, and Terrestrial Environmental Observatories Network (TERENO)",NA,250,Direct power,triangle,NA,Data were generated with support of a Helmholtz Young Investigators Group grant (VH-NG-821) to T.Sachs. Infrastructure funding through the Terrestrial Environmental Observatories Network (TERENO) is acknowledged.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-Eng,Denmark,GRA,55.6905,12.1918,613,http://sites.fluxdata.org/DK-Eng/,1,NA,NA,NA,NA,NA,2005,10,8,Flat,WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-Fou,Denmark,CRO,56.4842,9.5872,NA,http://sites.fluxdata.org/DK-Fou/,1,NA,NA,NA,NA,NA,2004,51,8,Gentle slope (<2 %),WSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-NuF,Denmark,WET,64.1308,-51.3861,750,http://sites.fluxdata.org/DK-NuF/,-3,NA,201501010000,200801010030,Eddy Covariance,CO2,2008,50,-1.4,Flat,NA,Data were provided by the Greenland Ecosystem Monitoring Programme (www.g-e-m.dk),FLAT,Undisturbed,Growing season operation only,NA,http://dx.doi.org/10.1016/j.isprsjprs.2013.09.006,"Westergaard-Nielsen A, Lund M, Hansen BU, Tamstorf M. 2013. Camera derived vegetation greenness index as proxy for gross primary production in a low Arctic wetland area. ISPRS 86: 89-99",Primary_Citation,Carbon and energy budgets,"Department of Bioscience, Frederiksborgvej 399, DK-4000 Roskilde, Denmark",Low Arctic tundra fen,Danish Energy Agency,240,100,Other,pole,http://www.g-e-m.dk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200801010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-Sor,Denmark,DBF,55.4859,11.6446,660,http://sites.fluxdata.org/DK-Sor/,1,NA,NA,NA,NA,NA,1996,40,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-ZaF,Denmark,WET,74.4814,-20.5545,211,http://sites.fluxdata.org/DK-ZaF/,0,NA,201410190700,200804101800,Eddy Covariance,CO2,2007,38,-9,Flat,NA,Data were provided by the Greenland Ecosystem Monitoring Programme (www.g-e-m.dk),FLAT,Undisturbed,Intermittent,NA,NA,"Soegaard, H and Nordstroem, C (1999) Carbon dioxide exchange in a high-arctic fen estimated by eddy covariance measurements and modelling. Global Change Biology 5, 547-562",Primary_Citation,Carbon and energy budgets,"Department of Bioscience, Frederiksborgvej 399, DK-4000 Roskilde, Denmark",High Arctic tundra fen,Danish Energy Agency,240,200,Other,pole,http://www.g-e-m.dk,NA,NA,NA,NA,"During 2008-2011, measurements conducted when Zackenberg research station is manned. Since 2012, continuous operation is attempted",NA,NA,NA,NA,NA,NA,NA,200801010030,Despite its location local time is UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK-ZaH,Denmark,GRA,74.4732,-20.5503,211,http://sites.fluxdata.org/DK-ZaH/,0,NA,NA,200006062300,Eddy Covariance,CO2,2000,38,-9,Flat,NA,Data were provided by the Greenland Ecosystem Monitoring Programme (www.g-e-m.dk),FLAT,Undisturbed,Growing season operation only,NA,10.1029/2011JG001901,"Lund, M., J. M. Falk, T. Friborg, H. N. Mbufong, C. Sigsgaard, H. Soegaard, and M. P. Tamstorf (2012), Trends in CO2 exchange in a high Arctic tundra heath, 2000<d0>2010, J. Geophys. Res., 117, G02001, doi:10.1029/2011JG001901.",Primary_Citation,Carbon and energy budgets,"Department of Bioscience, Frederiksborgvej 399, DK-4000 Roskilde, Denmark",High Arctic tundra heath,Danish Energy Agency,240,500,Gasoline generator,pole,http://www.g-e-m.dk,NA,NA,NA,NA,"Measurements conducted when Zackenberg research station is manned. In the early 2000s June-August, whereas since 2007 May-October (in general)",NA,NA,NA,NA,NA,NA,NA,200001010030,Despite its location local time is UTC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Amo,Spain,OSH,36.8336,-2.2523,0,http://sites.fluxdata.org/ES-Amo/,1,NA,NA,2009,Eddy Covariance,CO2,2007,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-LgS,Spain,OSH,37.0979,-2.9658,NA,http://sites.fluxdata.org/ES-LgS/,1,NA,2007,2007,Eddy Covariance,CO2,2007,2267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-LJu,Spain,OSH,36.9266,-2.7521,400,http://sites.fluxdata.org/ES-LJu/,1,NA,NA,2004,Eddy Covariance,CO2,2004,1600,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ES-Ln2,Spain,OSH,36.9695,-3.4758,NA,http://sites.fluxdata.org/ES-Ln2/,1,NA,2009,2009,Eddy Covariance,CO2,2009,2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
